,post_id,time,likes,comments,shares,image,post_url,link
333,1217188471761667,2019-01-11 11:59:00,687,23,0,,https://m.facebook.com/story.php?story_fbid=1217188471761667&id=143039229176602,
334,1217158988431282,2019-01-11 09:38:20,579,12,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/50104227_1217158871764627_946765595544649728_o.jpg?_nc_cat=102&_nc_sid=8024bb&_nc_ohc=Sy9-kHr-z7IAX-XlHie&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=3a908b5f2c324c2c8f4f2995be9173b4&oe=5E965B50,https://m.facebook.com/story.php?story_fbid=1217158988431282&id=143039229176602,https://www.evaair.com/
335,1215937751886739,2019-01-09 12:00:01,588,82,0,,https://m.facebook.com/story.php?story_fbid=1215937751886739&id=143039229176602,
336,1214825501997964,2019-01-07 17:00:00,271,93,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/49661492_1214860105327837_4179000954214940672_n.jpg?_nc_cat=103&_nc_sid=8024bb&_nc_ohc=6Y5y4O9_JwYAX9J-3c0&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=d5d26052291836d1c3f6a7b36f032b3e&oe=5E961C84,https://m.facebook.com/story.php?story_fbid=1214825501997964&id=143039229176602,
337,1212893052191209,2019-01-04 16:23:24,504,1,46,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/49101802_2204515456539946_7556700953915686912_o.png?_nc_cat=104&_nc_sid=8024bb&_nc_ohc=p73F0_w0spMAX8S-pht&_nc_ht=scontent-tpe1-1.xx&oh=3ab80a10c9136c33021196642b0235d4&oe=5E93E832,https://m.facebook.com/story.php?story_fbid=2204517733206385&id=1661286914196139,http://asf.baphiq.gov.tw/
338,1211261059021075,2019-01-02 08:00:22,815,11,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/49069786_1211255569021624_6610487510776676352_n.jpg?_nc_cat=103&_nc_sid=8024bb&_nc_ohc=U7GhnYWMC94AX975_15&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=1f7e94ef112d3df0ef3bd77293cb253e&oe=5E95F708,https://m.facebook.com/story.php?story_fbid=1211261059021075&id=143039229176602,
339,1207952126018635,2018-12-31 12:00:01,686,24,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/48935559_1207951976018650_1494429335157735424_o.jpg?_nc_cat=111&_nc_sid=8024bb&_nc_ohc=nBHhBXxBU7QAX9tQ57g&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=8618795622d54472292c0475849e79d7&oe=5E973E12,https://m.facebook.com/story.php?story_fbid=1207952126018635&id=143039229176602,
340,1207950929352088,2018-12-30 12:00:00,488,11,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/49653933_1207954206018427_7841932652620808192_o.jpg?_nc_cat=108&_nc_sid=8024bb&_nc_ohc=OTtAt5pRVqMAX8H7rhH&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=c653c52a3cbf9f53c7b22da4aa0994d6&oe=5E968DE0,https://m.facebook.com/story.php?story_fbid=1207950929352088&id=143039229176602,
341,1207950649352116,2018-12-29 12:00:00,353,9,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/48962013_1207950532685461_4548425032807743488_o.jpg?_nc_cat=103&_nc_sid=8024bb&_nc_ohc=T4YI-hscLfkAX8eurzY&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=63f5e7e2eb5c677732b9cdbc6d3bbb8f&oe=5E96BBC2,https://m.facebook.com/story.php?story_fbid=1207950649352116&id=143039229176602,
342,1208083109338870,2018-12-28 17:25:51,271,10,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/49135415_1208083056005542_7202889390681489408_o.jpg?_nc_cat=106&_nc_sid=dd9801&_nc_ohc=qXtgw5nxQs4AX9kgXKE&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=2429ff79893559d2ac54f57b2802df12&oe=5E96BDAF,,
343,1207950302685484,2018-12-28 17:00:00,288,11,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/48406979_1207950199352161_607896923612905472_o.jpg?_nc_cat=108&_nc_sid=8024bb&_nc_ohc=JlPdwEqgOkAAX9Rp7E_&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=a9f47ec3619f4f0aa9048ea120fa56fa&oe=5E96C8F2,https://m.facebook.com/story.php?story_fbid=1207950302685484&id=143039229176602,
344,1207873342693180,2018-12-28 12:00:01,783,9,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/49026496_1207873249359856_236761137343889408_o.jpg?_nc_cat=110&_nc_sid=8024bb&_nc_ohc=UhC9pPFJ_L0AX_zmi1s&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=e5889dde0536d964e56dca0f1218c7fe&oe=5E97C258,https://m.facebook.com/story.php?story_fbid=1207873342693180&id=143039229176602,https://goo.gl/K5hFCw
345,1207377606076087,2018-12-27 20:32:29,686,6,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/48952888_1207377589409422_4417924860995436544_n.jpg?_nc_cat=103&_nc_sid=110474&_nc_ohc=5RjhgyiCGKoAX-0XWmE&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=ea2cb31ee613ec79cccdc1b771c9080f&oe=5E96A31F,https://m.facebook.com/story.php?story_fbid=1207377606076087&id=143039229176602,
346,1206377279509453,2018-12-26 08:57:51,434,5,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/48391293_1197349603745554_8457526054548930560_o.jpg?_nc_cat=106&_nc_sid=dd9801&_nc_ohc=UaTCgLCP_8QAX_yCIRm&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=c60d963eda230acc2de4fe73a1488a3f&oe=5E941DD2,,
347,1201933713287143,2018-12-25 12:00:00,253,13,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/48373812_1201933593287155_3460927811538124800_o.jpg?_nc_cat=106&_nc_sid=8024bb&_nc_ohc=yTFhplJv270AX_BZkfA&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=a4da7e2faf4fc581d12c981fa7ae6222&oe=5E94BAB1,https://m.facebook.com/story.php?story_fbid=1201933713287143&id=143039229176602,
348,1204003183080196,2018-12-24 20:00:00,1453,934,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/48405232_1204002963080218_545035520275644416_o.jpg?_nc_cat=108&_nc_sid=8024bb&_nc_ohc=AFlFoeHcuI4AX8_oim3&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=7ac59e9224a8452fe7ab5e97bc352ea2&oe=5E9522E4,https://m.facebook.com/story.php?story_fbid=1204003183080196&id=143039229176602,https://goo.gl/SuLD4C
349,1205044229642758,2018-12-24 17:00:01,9412,2941,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/48412477_1205087436305104_44830804211138560_o.jpg?_nc_cat=103&_nc_sid=8024bb&_nc_ohc=0A4dgWcfnqUAX8dM71h&_nc_ht=scontent-tpe1-1.xx&tp=14&oh=b03e35052578f1ad680d39b55adcf7e0&oe=5E94E220,https://m.facebook.com/story.php?story_fbid=1205044229642758&id=143039229176602,
350,1201932783287236,2018-12-21 12:00:01,415,26,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/48376185_1201932553287259_4093339476468695040_o.jpg?_nc_cat=108&_nc_sid=8024bb&_nc_ohc=2D0ABlBjPDYAX8V8GeH&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=d514b0a557924a0f71774e2bc80da579&oe=5E957ED3,https://m.facebook.com/story.php?story_fbid=1201932783287236&id=143039229176602,
351,1201287763351738,2018-12-20 17:00:02,1179,12,0,,https://m.facebook.com/story.php?story_fbid=1201287763351738&id=143039229176602,https://youtu.be/pIoGxFc9vRg
352,1193020457511802,2018-12-20 10:00:00,803,14,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/47483302_1193074684173046_4101215733524987904_o.jpg?_nc_cat=100&_nc_sid=8024bb&_nc_ohc=z8q9y1HmaewAX_9Ic92&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=bc54d0924925aa752c2545648761fae7&oe=5E94AE2D,https://m.facebook.com/story.php?story_fbid=1193020457511802&id=143039229176602,https://goo.gl/ZbxLKV
353,1201402546673593,2018-12-19 12:00:01,601,27,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/48425463_1201402356673612_1936383209377890304_o.jpg?_nc_cat=103&_nc_sid=8024bb&_nc_ohc=qSfzh0iQuwgAX-sy2Dm&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=e9fe958a6a5f952eb705dc5fff67c03f&oe=5E94068C,https://m.facebook.com/story.php?story_fbid=1201402546673593&id=143039229176602,
354,1197996953680819,2018-12-18 12:00:01,583,12,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/48366655_1197995260347655_325605336180326400_o.jpg?_nc_cat=105&_nc_sid=8024bb&_nc_ohc=YskSkE2kQRMAX-cUeA8&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=d44ac0a73734e06d0c335ebfdf1c3bd0&oe=5E96D084,https://m.facebook.com/story.php?story_fbid=1197996953680819&id=143039229176602,
355,1197554043725110,2018-12-17 12:00:00,267,1,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/47687450_1197553977058450_8960488023653351424_o.jpg?_nc_cat=104&_nc_sid=8024bb&_nc_ohc=jBo59lVcRFcAX8jwZuN&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=8e3c8b6cf803eeee88c8c500d5487c1a&oe=5E94E7CE,https://m.facebook.com/story.php?story_fbid=1197554043725110&id=143039229176602,https://goo.gl/Ck7oD6
356,1198657323614782,2018-12-14 12:00:00,483,25,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/48412247_1198643873616127_4412629686010511360_o.jpg?_nc_cat=109&_nc_sid=8024bb&_nc_ohc=DXdYzB8PFJEAX_Ts1CC&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=ded60b8cc3dbf0266cf390c27a0204f5&oe=5E953367,https://m.facebook.com/story.php?story_fbid=1198657323614782&id=143039229176602,
357,1196671087146739,2018-12-13 12:00:01,424,13,0,,https://m.facebook.com/story.php?story_fbid=1196671087146739&id=143039229176602,
358,1193113220835859,2018-12-12 12:00:01,283,1,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/47571650_1193654334115081_4130694065467424768_o.jpg?_nc_cat=109&_nc_sid=8024bb&_nc_ohc=9siRd34SK-YAX9C7WUs&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=af3db40f6e673b6a1bde444cbe7f46eb&oe=5E97548D,https://m.facebook.com/story.php?story_fbid=1193113220835859&id=143039229176602,http://mall.evaair.com/
359,297383970916957,2018-12-12 11:24:13,51,1,3,,https://m.facebook.com/story.php?story_fbid=297383970916957&id=143039229176602,
360,1196463850500796,2018-12-11 12:00:00,4955,193,0,,https://m.facebook.com/story.php?story_fbid=1196463850500796&id=143039229176602,https://bit.ly/2PrEySg
361,1193117037502144,2018-12-07 12:00:00,460,9,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/47395324_1193637097450138_2270892884641185792_o.jpg?_nc_cat=106&_nc_sid=8024bb&_nc_ohc=GL2ZRedaQiIAX9MQ4ev&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=8969aaeb4b00ab2d62171d6fd31fc6c1&oe=5E97BD58,https://m.facebook.com/story.php?story_fbid=1193117037502144&id=143039229176602,https://line.me/R/ti/p/%40evaair
362,1191701947643653,2018-12-06 12:00:01,507,8,0,,https://m.facebook.com/story.php?story_fbid=1191701947643653&id=143039229176602,
363,1192333814247133,2018-12-05 12:23:29,1737,28,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/47285160_1192333774247137_8554075781196677120_o.jpg?_nc_cat=104&_nc_sid=8024bb&_nc_ohc=DEVTDIo9qhsAX_vmCGP&_nc_ht=scontent-tpe1-1.xx&tp=14&oh=81d9e22d03b79306d4f3129f16cf9fd2&oe=5E94ED2C,https://m.facebook.com/story.php?story_fbid=1192333814247133&id=143039229176602,https://goo.gl/URc6qQ
364,1191559144324600,2018-12-04 12:00:01,773,30,42,https://external-tpe1-1.xx.fbcdn.net/safe_image.php?d=AQCBQZslmQELMFDB&w=476&h=249&url=https%3A%2F%2Fwww.beclass.com%2Fshare%2F201811%2F223f07b5becea55883e91015r.jpg&cfs=1&jq=75&sx=0&sy=159&sw=850&sh=445&ext=jpg&_nc_hash=AQAHFClVxM4dqXow,https://m.facebook.com/story.php?story_fbid=1191559144324600&id=143039229176602,https://goo.gl/qVRhrx
365,1182368008577047,2018-12-03 11:59:00,204,1,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/46459253_1182367811910400_7188265306211483648_o.jpg?_nc_cat=110&_nc_sid=8024bb&_nc_ohc=RGQktlS4l7oAX-fah5n&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=4d4c40693794a07305fa18fc6cdafdde&oe=5E9792FC,https://m.facebook.com/story.php?story_fbid=1182368008577047&id=143039229176602,https://goo.gl/pbY43h
366,1188210784659436,2018-12-01 08:00:01,970,19,0,,https://m.facebook.com/story.php?story_fbid=1188210784659436&id=143039229176602,https://reurl.cc/V5WDN
367,1174234579390390,2018-11-30 12:00:01,338,3,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/45723510_1174234449390403_803357122862514176_o.jpg?_nc_cat=111&_nc_sid=8024bb&_nc_ohc=9lmQPmMP_PQAX-44s8q&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=e1e74405b8d936a4abb9c0dedd68b071&oe=5E94706A,https://m.facebook.com/story.php?story_fbid=1174234579390390&id=143039229176602,
368,1174232199390628,2018-11-29 12:00:01,480,7,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/45472829_1174232086057306_2829878776521818112_o.jpg?_nc_cat=102&_nc_sid=8024bb&_nc_ohc=vs_J5fltQrUAX_ECXgh&_nc_ht=scontent-tpe1-1.xx&tp=14&oh=0646071369afd6e3dc10df04381ae527&oe=5E951B6B,https://m.facebook.com/story.php?story_fbid=1174232199390628&id=143039229176602,
369,1187622124718302,2018-11-28 17:00:52,1073,26,0,,https://m.facebook.com/story.php?story_fbid=1187622124718302&id=143039229176602,https://reurl.cc/WX0eL
370,1186577351489446,2018-11-26 23:23:37,255,0,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/46772774_1186577221489459_8708423827639500800_n.jpg?_nc_cat=110&_nc_sid=8024bb&_nc_ohc=4lvITr1X_4QAX_l59hN&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=342a5a4688dc75588f5fd91f2566a74d&oe=5E95B5B0,https://m.facebook.com/story.php?story_fbid=1186577351489446&id=143039229176602,https://reurl.cc/Rbo2D
371,1174236689390179,2018-11-26 17:00:00,402,6,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/45688693_1174236526056862_6375571104836091904_o.jpg?_nc_cat=103&_nc_sid=8024bb&_nc_ohc=bZW3M-nu6DIAX9g9-q4&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=34354bf6a7e26897c3bc7f3e4b40e0be&oe=5E967E86,https://m.facebook.com/story.php?story_fbid=1174236689390179&id=143039229176602,
372,1186220071525174,2018-11-26 12:00:01,1163,63,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/46641105_1186219961525185_786914914311602176_o.jpg?_nc_cat=104&_nc_sid=8024bb&_nc_ohc=k_gqhqVnVQkAX-b9Ao2&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=5ebd079cccd641ec6792ff69b17ac979&oe=5E96CFE2,https://m.facebook.com/story.php?story_fbid=1186220071525174&id=143039229176602,https://reurl.cc/0xKRM
373,1185101844970330,2018-11-24 17:27:26,283,0,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/46648936_1185101831636998_4344218209969242112_n.jpg?_nc_cat=107&_nc_sid=110474&_nc_ohc=gC2uOT0ews4AX9lCfNa&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=8611b0e9968dee1429ee7ec2e907a896&oe=5E969CFE,https://m.facebook.com/story.php?story_fbid=1185101844970330&id=143039229176602,https://reurl.cc/2oaEX
374,1183628645117650,2018-11-23 17:00:13,882,13,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/46517178_1184363018377546_5332372816207544320_o.jpg?_nc_cat=103&_nc_sid=8024bb&_nc_ohc=4C02YGrfZ-sAX-sdTHY&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=7a8f7bfe01aaa6b0034d86a08d76db2b&oe=5E95A914,https://m.facebook.com/story.php?story_fbid=1183628645117650&id=143039229176602,
375,1174228122724369,2018-11-23 12:08:52,447,16,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/45657085_1174227896057725_7382365976513216512_o.jpg?_nc_cat=107&_nc_sid=8024bb&_nc_ohc=egELMkWQNnIAX9XfZ3Y&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=93b04dd5cc98226a5abaedeb94c2c649&oe=5E941A7A,https://m.facebook.com/story.php?story_fbid=1174228122724369&id=143039229176602,
376,1182926298521218,2018-11-21 21:00:04,401,12,7,,https://m.facebook.com/story.php?story_fbid=10156666977756067&id=362931436066,https://goo.gl/s2H6Ka
377,,,0,0,0,,https://m.facebook.com/story.php?story_fbid=10156666977756067&id=362931436066,
378,1174226656057849,2018-11-21 12:00:01,337,3,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/45621902_1174226466057868_8271391358875336704_o.jpg?_nc_cat=101&_nc_sid=8024bb&_nc_ohc=ZMA5GaXQyXkAX_JcY4f&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=5466cc32024bd5dbd830c36b0fa728b0&oe=5E9598EE,https://m.facebook.com/story.php?story_fbid=1174226656057849&id=143039229176602,
379,1181776141969567,2018-11-20 11:59:00,1542,75,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/46447735_1181775821969599_6490535542420144128_o.jpg?_nc_cat=108&_nc_sid=8024bb&_nc_ohc=rsPmBDveCu0AX_ioq-K&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=01a534956c3a5ad54cb3d1e0fc4e5946&oe=5E953235,https://m.facebook.com/story.php?story_fbid=1181776141969567&id=143039229176602,http://www.worldairlinesurvey.com/
380,1174224329391415,2018-11-19 12:00:00,377,5,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/45562628_1174224119391436_1746943149822967808_o.jpg?_nc_cat=107&_nc_sid=8024bb&_nc_ohc=S7HjbRvXVYsAX-m4ier&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=9a8ed6cea62e50a2e1da1aaa2058d41e&oe=5E977289,https://m.facebook.com/story.php?story_fbid=1174224329391415&id=143039229176602,
381,1177671535713361,2018-11-16 11:59:00,1892,82,0,,https://m.facebook.com/story.php?story_fbid=1177671535713361&id=143039229176602,https://goo.gl/n9pGw5
382,1177067442440437,2018-11-15 17:00:00,924,18,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/46072397_1177066915773823_6775733615826305024_o.jpg?_nc_cat=106&_nc_sid=8024bb&_nc_ohc=4vVLiyWg744AX_N1ZIB&_nc_ht=scontent-tpe1-1.xx&tp=14&oh=98939c622609cd2e7302acec8d57b246&oe=5E969B04,https://m.facebook.com/story.php?story_fbid=1177067442440437&id=143039229176602,https://goo.gl/K5hFCw
383,1174222749391573,2018-11-14 12:00:00,369,10,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/45775920_1174222482724933_8609362116354244608_o.jpg?_nc_cat=105&_nc_sid=8024bb&_nc_ohc=RMpi3rjYJIQAX9_emCo&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=ef883ee5872864245874923a6361bfed&oe=5E96CE95,https://m.facebook.com/story.php?story_fbid=1174222749391573&id=143039229176602,
384,1177674135713101,2018-11-13 19:15:00,802,17,0,https://scontent-tpe1-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/46110206_1177674679046380_4417241149446553600_o.jpg?_nc_cat=111&_nc_sid=8024bb&_nc_ohc=BZA_w5v66l8AX-JhDWH&_nc_ht=scontent-tpe1-1.xx&_nc_tp=14&oh=24d73ef72c4aa8b0b85a91e4b5f7b182&oe=5E96FD08,https://m.facebook.com/story.php?story_fbid=1177674135713101&id=143039229176602,https://goo.gl/CDKG38
