,0,1,2,3,4,5,6
56,251538521716188_970890296447670,0,0,1,0,0,1
57,251538521716188_985032741700092,1,0,0,0,3,0
58,251538521716188_983505918519441,0,0,9,0,0,0
59,251538521716188_984323441771022,2,0,0,0,0,1
60,251538521716188_983537145182985,1,0,0,0,0,6
61,251538521716188_981587985377901,11,15,4,0,3,0
62,251538521716188_979460415590658,5,0,0,0,13,0
63,251538521716188_980747285461971,3,1,0,0,1,0
64,251538521716188_980066862196680,1,0,0,0,1,0
65,251538521716188_980187018851331,5,0,0,0,16,0
66,251538521716188_975717695964930,0,0,0,0,0,0
67,251538521716188_979458488924184,5,0,0,0,16,0
68,251538521716188_975717275964972,0,0,0,0,0,0
69,251538521716188_976609972542369,5,0,0,0,16,0
70,251538521716188_975716645965035,9,0,1,0,4,0
71,251538521716188_975716182631748,6,0,2,1,1,0
72,251538521716188_977491955787504,1,0,0,0,1,0
73,251538521716188_975713972631969,2,0,0,1,0,3
74,251538521716188_975706889299344,2,6,3,2,1,0
75,251538521716188_975830152620351,8,1,0,0,0,1
76,251538521716188_975698772633489,2,0,2,2,0,1
77,251538521716188_974434166093283,3,0,2,0,0,0
78,251538521716188_974442102759156,0,4,2,0,3,0
79,251538521716188_966967283506638,0,0,0,0,0,0
80,251538521716188_973703569499676,1,3,1,1,0,0
81,251538521716188_973713712831995,12,3,2,2,2,3
82,251538521716188_973577496178950,11,13,4,0,3,1
83,251538521716188_972790892924277,10,1,0,0,5,2
84,251538521716188_971597613043605,0,0,0,0,0,0
85,251538521716188_970168993186467,3,9,18,11,0,0
86,251538521716188_970958503107516,4,4,3,1,0,1
87,251538521716188_970261036510596,2,0,0,0,0,1
88,251538521716188_967035890166444,3,0,0,0,1,1
89,251538521716188_961204150749618,14,16,4,1,0,0
90,251538521716188_970170239853009,0,1,0,0,0,3
91,251538521716188_969052239964809,2,0,0,0,0,1
92,251538521716188_969635606573139,0,0,0,0,0,1
93,251538521716188_966411500228883,1,0,1,0,0,0
94,251538521716188_967090746827625,0,0,0,0,0,0
95,251538521716188_962814033921963,3,0,0,0,0,0
96,251538521716188_965196823683684,1,1,0,0,5,0
97,251538521716188_962813637255336,1,0,0,0,0,0
98,251538521716188_964608233742543,2,0,0,0,0,2
99,251538521716188_961634534039913,0,0,0,0,3,2
100,251538521716188_961023134101053,6,1,4,0,1,2
101,251538521716188_960520797484620,2,0,0,0,0,0
102,251538521716188_961132457423454,2,0,4,0,0,0
103,251538521716188_960637524139614,17,14,6,2,1,2
104,251538521716188_958219104381456,0,0,0,0,0,1
105,251538521716188_958235864379780,0,0,0,0,0,0
106,251538521716188_956549991215034,2,0,0,0,0,1
107,251538521716188_957553491114684,15,13,4,0,0,0
108,251538521716188_956631941206839,1,0,0,0,0,1
109,251538521716188_954484651421568,0,0,0,0,0,0
110,251538521716188_953876874815679,0,0,0,0,0,1
111,251538521716188_948721281997905,6,0,2,2,4,1
112,251538521716188_950940895109277,0,0,0,0,0,0
113,251538521716188_949977611872272,0,0,0,0,0,1
114,251538521716188_948720885331278,0,0,0,0,0,0
115,251538521716188_945748698961830,0,0,0,0,0,0
116,251538521716188_942490935954273,0,0,0,0,0,0
117,251538521716188_942491479287552,0,0,2,0,0,0
118,251538521716188_942470095956357,9,17,5,0,1,0
119,251538521716188_941302366073130,1,0,0,0,0,3
120,251538521716188_941293252740708,0,0,0,0,0,2
121,251538521716188_940795419457158,13,15,8,0,0,2
122,251538521716188_938405209696179,0,0,1,0,0,1
123,251538521716188_939024216300945,1,0,1,0,0,0
124,251538521716188_938422983027735,0,0,4,0,0,2
125,251538521716188_933127603557273,0,0,0,0,0,0
126,251538521716188_938385516364815,0,0,3,0,0,3
127,251538521716188_937044886498878,0,0,3,0,0,3
128,251538521716188_938049059731794,0,0,0,0,0,0
129,251538521716188_933127933557240,1,1,0,0,0,3
130,251538521716188_934239443446089,1,0,0,0,2,3
131,251538521716188_930186253851408,1,4,6,1,0,0
132,251538521716188_934150870121613,0,0,0,0,0,2
133,251538521716188_934299796773387,12,19,2,1,5,1
134,251538521716188_934271040109596,0,0,0,0,0,0
135,251538521716188_933127026890664,3,8,2,0,0,0
136,251538521716188_932669370269763,2,2,0,1,0,0
137,251538521716188_932686590268041,2,1,0,0,2,1
138,251538521716188_931269953743038,0,0,0,0,0,0
139,251538521716188_930185733851460,1,0,0,0,1,11
140,251538521716188_931795400357160,7,9,3,0,0,0
141,251538521716188_931233923746641,0,1,0,0,0,2
142,251538521716188_931187560417944,0,0,0,0,0,1
143,251538521716188_930722047131162,8,13,0,0,1,0
144,251538521716188_929253197278047,0,0,0,0,0,1
145,251538521716188_930203373849696,0,0,0,0,0,1
146,251538521716188_927733700763330,4,0,0,0,1,0
147,251538521716188_929214943948539,3,0,2,0,0,0
148,251538521716188_929227073947326,9,15,1,0,0,1
149,251538521716188_929232333946800,0,0,5,1,0,0
150,251538521716188_929113293958704,1,0,0,0,0,4
151,251538521716188_927731570763543,3,0,0,1,1,0
152,251538521716188_926224504247583,10,14,2,1,0,0
153,251538521716188_927572707446096,2,0,0,1,3,0
154,251538521716188_927211120815588,2,1,4,0,0,2
155,251538521716188_926764574193576,5,2,0,0,0,1
156,251538521716188_926222587581108,2,0,1,1,9,0
157,251538521716188_926639707539396,11,18,6,1,1,0
158,251538521716188_926632120873488,0,4,4,0,1,0
159,251538521716188_926296520907048,0,0,5,0,0,2
160,251538521716188_926268734243160,0,0,0,0,0,0
161,251538521716188_926141137589253,0,0,7,0,0,15
162,251538521716188_925782384291795,1,0,2,0,0,0
163,251538521716188_923673427836024,0,0,0,0,0,0
164,251538521716188_922787344591299,9,16,2,0,0,0
165,251538521716188_919008844969149,0,0,0,0,0,0
166,251538521716188_919690118234355,0,0,0,0,0,0
167,251538521716188_922268297976537,1,0,4,0,0,2
168,251538521716188_917903798412987,0,0,4,0,3,2
169,251538521716188_917844165085617,0,0,0,0,0,2
170,251538521716188_916797108523656,7,25,5,4,0,0
171,251538521716188_916500078553359,4,0,7,0,1,0
172,251538521716188_915559658647401,0,0,1,0,3,0
173,251538521716188_914332538770113,0,0,7,0,0,1
174,251538521716188_912306528972714,0,0,4,0,0,1
175,251538521716188_911162842420416,0,0,2,0,0,3
176,251538521716188_909171689286198,0,0,4,0,0,1
177,251538521716188_908921072644593,9,21,5,1,1,0
178,251538521716188_908851059318261,0,0,0,0,0,0
179,251538521716188_907771272759573,0,0,0,0,0,7
180,251538521716188_904622059741161,0,0,7,0,0,2
181,251538521716188_904675893069111,0,0,1,0,0,8
182,251538521716188_904633186406715,2,0,3,0,0,0
183,251538521716188_903562619847105,1,0,1,0,0,0
184,251538521716188_902386636631370,0,1,5,0,0,7
185,251538521716188_902070863329614,0,0,1,0,0,1
186,251538521716188_901133570090010,1,0,1,0,4,0
187,251538521716188_899897540213613,0,0,1,0,0,6
188,251538521716188_896297617240272,10,12,6,3,0,0
189,251538521716188_896665373870163,0,0,3,0,0,1
190,251538521716188_896448610558506,4,0,4,2,0,1
191,251538521716188_895561423980558,15,36,8,2,0,0
192,251538521716188_893134670889900,1,0,0,0,1,1
193,251538521716188_894365850766782,6,1,0,2,1,2
194,251538521716188_891998921003475,0,0,0,0,1,0
195,251538521716188_890899464446754,1,0,0,0,7,0
196,251538521716188_889952374541463,0,0,0,0,0,0
197,251538521716188_888924271310940,12,13,6,4,0,0
198,251538521716188_886928374843863,1,0,0,0,0,0
199,251538521716188_880339428836091,0,0,1,0,0,0
200,251538521716188_884800785056622,5,12,4,2,0,0
201,251538521716188_884798668390167,4,12,0,1,0,0
202,251538521716188_880119725524728,0,0,10,0,0,1
203,251538521716188_879034075633293,0,0,0,0,0,0
204,251538521716188_877973602406007,0,0,3,0,0,15
205,251538521716188_873745239495510,0,0,8,0,0,0
206,251538521716188_866351173568250,0,2,0,0,0,2
207,251538521716188_872897212913646,0,0,6,1,0,10
208,251538521716188_871466606390040,9,16,4,3,0,0
209,251538521716188_872495142953853,0,0,2,0,0,0
210,251538521716188_871608436375857,1,0,0,0,0,0
211,251538521716188_863480313855336,6,16,4,1,1,11
212,251538521716188_869846816552019,11,14,4,1,0,0
213,251538521716188_869628026573898,1,0,0,0,0,0
214,251538521716188_866553466881354,11,21,8,1,0,2
215,251538521716188_863187403884627,1,0,0,0,0,0
216,251538521716188_862325480637486,1,0,0,0,0,0
217,251538521716188_859450680924966,1,0,0,0,0,0
218,251538521716188_858214507715250,1,0,4,0,1,12
219,251538521716188_861321774071190,23,1,12,0,1,0
220,251538521716188_860416674161700,0,0,3,0,0,12
221,251538521716188_859578044245563,11,22,4,1,0,0
222,251538521716188_859391704264197,0,0,3,1,1,7
223,251538521716188_859442977592403,0,0,0,0,0,0
224,251538521716188_855275938009107,0,0,8,0,2,3
225,251538521716188_851290968407604,3,0,5,0,0,0
226,251538521716188_847899175413450,11,10,9,5,0,1
227,251538521716188_845021335701234,0,0,0,0,0,1
228,251538521716188_844829272387107,2,0,0,0,0,0
229,251538521716188_844193135784054,2,0,6,1,0,2
230,251538521716188_840898196113548,0,0,1,0,2,1
231,251538521716188_839446996258668,0,0,4,0,1,0
232,251538521716188_839967959539905,2,0,1,0,2,0
233,251538521716188_839423356261032,1,0,1,0,2,1
234,251538521716188_839408502929184,0,0,0,0,0,0
235,251538521716188_837881093081925,2,0,1,0,1,0
236,251538521716188_836796963190338,0,0,0,0,0,0
237,251538521716188_836763546527013,0,0,5,0,0,5
238,251538521716188_835780689958632,4,0,0,0,0,0
239,251538521716188_835718913298143,10,15,1,1,0,0
240,251538521716188_834186636784704,0,0,0,0,0,0
241,251538521716188_833709333499101,0,0,0,0,0,6
242,251538521716188_832325550304146,8,16,3,0,0,1
243,251538521716188_832315166971851,3,0,0,0,0,0
244,251538521716188_830965197106848,6,0,0,0,0,0
245,251538521716188_831769640359737,0,0,0,0,0,0
246,251538521716188_831762903693744,9,13,1,1,0,0
247,251538521716188_830046660532035,9,16,3,1,0,0
248,251538521716188_830024210534280,0,0,3,0,0,1
249,251538521716188_830023330534368,10,17,2,2,0,0
250,251538521716188_829657353904299,0,0,3,0,0,2
251,251538521716188_829154153954619,8,0,3,0,0,0
252,251538521716188_827922734077761,1,0,3,1,0,1
253,251538521716188_826711610865540,0,0,8,0,0,0
254,251538521716188_825018574368177,0,0,2,0,0,0
255,251538521716188_824974491039252,0,0,6,0,1,0
256,251538521716188_824112417792126,10,17,3,1,0,1
257,251538521716188_824052734464761,12,26,6,1,0,0
258,251538521716188_821835048019863,1,0,3,1,0,0
259,251538521716188_818879771648724,0,0,0,0,0,5
260,251538521716188_818835411653160,0,0,6,0,0,2
261,251538521716188_817601851776516,0,0,2,0,0,0
262,251538521716188_817059035164131,13,21,9,1,0,1
263,251538521716188_815804905289544,0,0,1,0,0,2
264,251538521716188_815815905288444,11,25,13,4,0,1
265,251538521716188_814501612086540,4,0,5,0,4,1
266,251538521716188_811305252406176,0,0,7,0,0,5
267,251538521716188_808928015977233,1,0,0,0,0,12
268,251538521716188_810222119181156,9,13,0,1,0,0
269,251538521716188_809856162551085,7,0,0,0,0,0
270,251538521716188_808877205982314,9,19,7,2,0,1
271,251538521716188_808774822659219,1,0,0,0,0,0
272,251538521716188_808346452702056,0,0,0,0,0,0
273,251538521716188_807846632752038,9,0,0,0,0,0
274,251538521716188_807738836096151,0,0,7,0,1,6
275,251538521716188_805910596278975,1,0,4,0,0,2
276,251538521716188_807320306138004,9,13,4,1,0,0
277,251538521716188_806790446190990,3,0,4,0,0,1
278,251538521716188_805824959620872,9,18,7,2,0,0
279,251538521716188_804926473044054,0,0,2,0,0,14
280,251538521716188_804598889743479,3,0,3,0,4,0
281,251538521716188_802281479975220,1,0,1,0,0,2
282,251538521716188_802169246653110,0,0,4,0,0,2
283,251538521716188_797792523757449,2,0,1,0,4,4
284,251538521716188_801786733358028,0,0,3,0,0,0
285,251538521716188_801792273357474,10,15,4,0,0,0
286,251538521716188_800896113447090,31,2,8,0,0,6
287,251538521716188_800683493468352,14,15,3,2,1,1
288,251538521716188_800375393499162,2,3,0,0,0,1
289,251538521716188_798328220370546,4,0,1,1,0,0
290,251538521716188_800239836846051,0,0,0,0,0,9
291,251538521716188_798323750370993,0,1,1,0,0,1
292,251538521716188_798293387040696,10,17,4,0,0,2
293,251538521716188_798194890383879,3,0,0,0,3,4
294,251538521716188_797711680432200,5,0,11,0,0,1
295,251538521716188_797647667105268,0,1,0,0,0,0
296,251538521716188_797331250470243,11,14,2,2,0,0
297,251538521716188_795273170676051,6,1,0,0,4,0
298,251538521716188_796792860524082,6,0,2,1,8,0
299,251538521716188_793715294165172,5,0,0,0,0,1
300,251538521716188_794680027402032,6,0,2,1,8,0
301,251538521716188_793183507551684,6,0,2,1,8,0
302,251538521716188_791249547745080,0,0,0,0,0,2
303,251538521716188_787362214800480,6,0,2,1,8,0
304,251538521716188_786940768175958,6,0,2,1,8,0
305,251538521716188_786937898176245,1,0,0,0,1,0
306,251538521716188_784898865046815,3,0,0,0,1,0
307,251538521716188_784908211712547,6,0,2,1,8,0
308,251538521716188_784898355046866,9,15,3,0,0,0
309,251538521716188_784471281756240,6,0,2,1,8,0
310,251538521716188_784093251794043,6,0,0,1,8,0
311,251538521716188_783631671840201,1,0,0,0,1,1
312,251538521716188_781901385346563,6,0,2,1,8,0
313,251538521716188_783615608508474,7,0,2,1,7,0
314,251538521716188_781886038681431,4,0,3,0,3,3
315,251538521716188_781478378722197,0,1,1,0,0,0
316,251538521716188_780595068810528,10,15,10,2,0,0
317,251538521716188_780661625470539,2,0,0,3,2,2
318,251538521716188_780582352145133,3,0,0,0,2,0
319,251538521716188_778440889025946,1,0,0,3,0,0
320,251538521716188_778876988982336,0,0,0,0,0,0
321,251538521716188_778849032318465,1,0,0,0,0,1
322,251538521716188_778415549028480,0,0,0,0,0,0
323,251538521716188_777243202479048,1,5,1,0,0,0
324,251538521716188_1955766834437469,11,21,6,1,0,0
325,251538521716188_773661642837204,0,0,0,0,0,0
326,251538521716188_776706812532687,8,0,0,0,0,0
327,251538521716188_1955768601103959,8,0,0,0,0,0
328,251538521716188_775092742694094,4,0,0,0,0,0
329,251538521716188_773650686171633,9,13,0,1,0,0
330,251538521716188_774629392740429,5,0,0,0,0,0
331,251538521716188_774251416111560,0,0,0,0,0,3
332,251538521716188_774246992778669,8,18,8,3,0,0
333,251538521716188_773738219496213,0,6,0,0,1,2
334,251538521716188_772032523000116,0,0,0,0,6,1
335,251538521716188_771044823098886,9,13,6,2,0,0
336,251538521716188_770721613131207,1,0,0,0,0,0
337,251538521716188_768957143307654,1,0,0,0,3,1
338,251538521716188_769397203263648,9,13,0,2,1,0
339,251538521716188_765064713696897,0,0,0,0,0,0
340,251538521716188_769039383299430,0,0,4,0,4,0
341,251538521716188_768939143309454,0,0,0,0,0,3
342,251538521716188_766198390250196,0,0,0,0,0,17
343,251538521716188_766749653528403,9,18,12,3,0,0
344,251538521716188_765745376962164,0,0,0,0,10,5
345,251538521716188_765354307001271,0,3,4,1,0,1
346,251538521716188_765381870331848,0,0,0,0,0,20
347,251538521716188_765052553698113,6,0,0,0,0,2
348,251538521716188_764808297055872,10,13,4,2,0,1
349,251538521716188_764661570403878,0,0,0,3,1,0
350,251538521716188_763417660528269,0,1,0,1,0,7
351,251538521716188_764523207084381,0,0,0,0,0,8
352,251538521716188_763406017196100,5,0,0,0,3,1
353,251538521716188_763332363870132,0,0,0,0,0,1
354,251538521716188_763266247210077,0,0,0,0,1,17
355,251538521716188_762978563905512,4,0,0,0,0,2
356,251538521716188_762972883906080,0,0,0,0,0,2
357,251538521716188_762948160575219,9,14,5,2,0,3
358,251538521716188_762519767284725,0,0,0,0,0,0
359,251538521716188_762081877328514,11,23,7,2,0,0
360,251538521716188_760382387498463,0,0,0,0,0,3
361,251538521716188_760492414154127,2,0,0,0,0,5
362,251538521716188_760501064153262,0,0,0,0,1,0
363,251538521716188_760025514200817,0,0,0,1,0,2
364,251538521716188_759179624285406,1,0,0,0,0,1
365,251538521716188_759533380916697,3,1,0,1,1,0
366,251538521716188_759496560920379,0,0,0,0,3,3
367,251538521716188_759116967625005,7,0,6,1,0,13
368,251538521716188_757554717781230,8,18,11,1,0,0
369,251538521716188_757456511124384,0,0,4,0,1,9
370,251538521716188_756177951252240,0,0,0,0,3,0
371,251538521716188_757092431160792,0,0,1,0,0,36
372,251538521716188_756498327886869,8,20,8,3,0,2
373,251538521716188_756073127929389,0,0,0,0,0,1
374,251538521716188_756138324589536,0,0,0,0,0,1
375,251538521716188_756587361211299,8,14,0,2,0,0
376,251538521716188_756494904553878,0,0,4,0,5,7
377,251538521716188_754383094765059,7,0,0,0,7,0
378,251538521716188_754047581465277,0,0,0,0,0,0
379,251538521716188_754510621418973,5,0,0,0,0,0
380,251538521716188_754518014751567,1,1,0,0,0,0
381,251538521716188_754079708128731,0,0,1,0,4,1
382,251538521716188_754393461430689,0,0,6,0,0,1
383,251538521716188_753968014806567,11,23,11,2,0,0
384,251538521716188_753609104842458,2,0,0,0,0,0
385,251538521716188_753706668166035,12,14,4,2,0,0
386,251538521716188_753540651515970,0,3,3,1,0,1
387,251538521716188_753159864887382,9,1,0,1,3,40
388,251538521716188_753172918219410,0,0,4,0,0,11
389,251538521716188_753077581562277,10,14,7,2,0,1
390,251538521716188_753086441561391,2,2,0,0,0,0
391,251538521716188_753087848227917,9,20,8,1,0,1
392,251538521716188_752724724930896,0,0,0,0,0,0
393,251538521716188_751383835064985,0,0,0,0,0,0
394,251538521716188_751010408435661,0,0,2,0,1,20
395,251538521716188_750540058482696,0,8,4,0,0,1
396,251538521716188_747906868746015,0,0,0,0,0,0
397,251538521716188_748144685388900,9,18,13,3,0,0
398,251538521716188_747443768792325,0,0,2,0,0,1
399,251538521716188_746490792220956,0,0,1,0,0,1
400,251538521716188_745669612303074,0,0,0,0,0,3
401,251538521716188_745404605662908,2,0,0,0,0,0
402,251538521716188_744991502370885,0,0,2,0,0,1
403,251538521716188_743703185833050,16,14,13,6,0,1
404,251538521716188_742240369312665,0,0,0,0,0,0
405,251538521716188_1863426623671491,0,0,0,0,0,5
406,251538521716188_741832016020167,0,0,0,0,0,0
407,251538521716188_741830939353608,0,0,0,0,0,0
408,251538521716188_740664726136896,0,0,2,0,0,0
409,251538521716188_740252616178107,2,0,3,1,0,3
410,251538521716188_739057936297575,3,0,4,1,0,1
411,251538521716188_739054799631222,12,15,20,1,2,0
412,251538521716188_734664880070214,7,12,4,2,0,0
413,251538521716188_738155166387852,1,0,0,0,1,1
414,251538521716188_737898203080215,0,0,3,0,0,0
415,251538521716188_737438773126158,7,12,4,2,0,0
416,251538521716188_737463796456989,1,0,0,0,0,0
417,251538521716188_736349996568369,2,0,3,0,2,1
418,251538521716188_736680109868691,10,30,18,8,0,1
419,251538521716188_736066856596683,2,1,2,0,0,1
420,251538521716188_734202306783138,7,1,11,3,4,6
421,251538521716188_734664043403631,0,0,0,0,0,0
422,251538521716188_735276626675706,1,0,1,1,0,0
423,251538521716188_731315037071865,0,0,0,0,0,0
424,251538521716188_734650106738358,0,0,2,0,0,0
425,251538521716188_734641560072546,4,0,6,2,2,0
426,251538521716188_734238303446205,12,26,10,1,0,0
427,251538521716188_731314783738557,1,0,8,0,0,6
428,251538521716188_733792613490774,0,0,1,0,0,1
429,251538521716188_733779816825387,0,3,4,1,0,0
430,251538521716188_733730730163629,0,0,3,0,0,0
431,251538521716188_731314540405248,2,0,2,1,2,1
432,251538521716188_731345700402132,10,23,18,4,0,0
433,251538521716188_731313793738656,1,0,3,1,0,0
434,251538521716188_731313080405394,1,0,1,0,3,0
435,251538521716188_731297760406926,3,3,2,1,2,13
436,251538521716188_730969500439752,0,0,0,0,0,1
437,251538521716188_730981440438558,0,0,1,0,0,0
438,251538521716188_730404600496242,0,0,2,0,0,0
439,251538521716188_730201970516505,7,20,3,4,0,1
440,251538521716188_729824277220941,0,0,3,0,0,3
441,251538521716188_729728233897212,9,38,18,4,0,1
442,251538521716188_729720040564698,2,0,2,0,0,5
443,251538521716188_729040703965965,0,0,2,0,0,1
444,251538521716188_728033927399976,0,0,1,0,0,10
445,251538521716188_727616677441701,0,0,4,2,0,2
446,251538521716188_727585224111513,7,19,3,3,0,0
447,251538521716188_727269224143113,0,0,3,0,1,16
448,251538521716188_727210957482273,0,0,3,0,0,8
449,251538521716188_726544114215624,0,0,2,0,0,1
450,251538521716188_726201310916571,0,0,2,0,0,0
451,251538521716188_725752227628146,1,0,0,0,0,1
452,251538521716188_725683207635048,1,2,8,0,0,4
453,251538521716188_725303954339640,0,6,14,6,1,10
454,251538521716188_725295111007191,0,0,0,0,0,5
455,251538521716188_724552974414738,8,24,9,0,0,1
456,251538521716188_724492107754158,1,58,17,15,0,21
457,251538521716188_723553144514721,10,34,17,4,0,1
458,251538521716188_723103641226338,3,0,2,1,0,2
459,251538521716188_723180167885352,2,0,3,0,0,5
460,251538521716188_722807711255931,1,2,9,2,0,24
461,251538521716188_722023874667648,0,0,2,0,0,0
462,251538521716188_722023334667702,0,2,3,1,0,4
463,251538521716188_722004314669604,0,2,3,0,0,17
464,251538521716188_720274001509302,0,0,2,1,0,10
465,251538521716188_720232038180165,11,15,7,3,0,4
466,251538521716188_720761241460578,7,28,20,3,0,1
467,251538521716188_720224041514298,1,0,0,0,0,15
468,251538521716188_720154271521275,9,14,14,2,2,0
469,251538521716188_720148511521851,4,0,0,0,0,4
470,251538521716188_718421808361188,0,3,1,1,0,0
471,251538521716188_719685934901442,2,0,5,1,0,1
472,251538521716188_718765621660140,0,0,0,0,0,7
473,251538521716188_718457581690944,3,0,0,0,0,1
474,251538521716188_718374248365944,2,2,2,0,0,8
475,251538521716188_717320811804621,0,0,0,0,0,1
476,251538521716188_717317885138247,5,1,0,0,0,0
477,251538521716188_717328731803829,0,0,3,0,0,12
478,251538521716188_717280218475347,1,0,0,0,0,0
479,251538521716188_716295998573769,0,0,0,0,0,0
480,251538521716188_716970345173001,9,25,9,1,0,1
481,251538521716188_716536205216415,0,2,6,0,0,4
482,251538521716188_714952162041486,0,0,2,0,1,2
483,251538521716188_715262735343762,0,0,1,0,0,11
484,251538521716188_714890828714286,1,0,7,0,4,1
485,251538521716188_714423338761035,7,26,6,6,0,0
486,251538521716188_714128902123812,0,2,8,0,0,6
487,251538521716188_711884945681541,9,40,21,4,0,0
488,251538521716188_713788558824513,0,2,4,0,0,11
489,251538521716188_712903118913057,2,2,5,0,0,1
490,251538521716188_711862942350408,0,2,4,0,0,1
491,251538521716188_711739552362747,9,14,8,3,3,1
492,251538521716188_711376235732412,0,2,1,0,0,1
493,251538521716188_711375052399197,0,2,2,0,0,13
494,251538521716188_711302542406448,0,2,2,0,0,9
495,251538521716188_710971085772927,7,22,11,3,0,0
496,251538521716188_710591555810880,1,1,2,1,0,6
497,251538521716188_707768056093230,9,14,0,2,0,0
498,251538521716188_708630549340314,3,2,8,1,0,2
499,251538521716188_708626609340708,3,2,3,0,0,43
500,251538521716188_707394629463906,1,3,2,0,2,1
501,251538521716188_706563619547007,9,35,18,4,0,0
502,251538521716188_705530499650319,9,24,2,4,0,0
503,251538521716188_703003259903043,0,3,0,0,0,1
504,251538521716188_703072753229427,9,14,1,1,0,0
505,251538521716188_703051863231516,0,3,0,0,0,4
506,251538521716188_702997099903659,0,18,9,0,0,1
507,251538521716188_701595643377138,0,3,4,0,1,22
508,251538521716188_701571463379556,0,1,0,0,0,10
509,251538521716188_701295040073865,1,1,5,1,0,0
510,251538521716188_701135610089808,2,1,4,1,0,3
511,251538521716188_699823823554320,1,1,5,1,0,2
512,251538521716188_699190970284272,0,0,0,0,0,0
513,251538521716188_699189893617713,9,19,4,3,0,1
514,251538521716188_699302750273094,1,0,3,2,3,1
515,251538521716188_698850203651682,0,18,11,0,0,1
516,251538521716188_698325180370851,0,3,0,0,0,0
517,251538521716188_697826480420721,7,14,0,3,0,1
518,251538521716188_696219073914795,0,0,0,0,1,0
519,251538521716188_696205617249474,2,3,5,2,0,5
520,251538521716188_696158253920877,0,3,0,0,0,1
521,251538521716188_695693530634016,0,0,0,0,0,2
522,251538521716188_695662967303739,2,0,0,0,0,0
523,251538521716188_694858357384200,0,3,0,0,0,1
524,251538521716188_694832330720136,30,0,10,0,0,0
525,251538521716188_694291104107592,1,1,3,1,0,0
526,251538521716188_692013061002063,0,0,0,0,0,0
527,251538521716188_691587074377995,7,15,7,2,0,2
528,251538521716188_691234221079947,1,0,0,0,1,0
529,251538521716188_688954671307902,9,17,11,2,1,0
530,251538521716188_691114411091928,0,3,4,1,0,17
531,251538521716188_689457167924319,0,0,0,0,0,0
532,251538521716188_690599157810120,1,0,0,0,0,4
533,251538521716188_690454517824584,6,0,6,4,0,0
534,251538521716188_690064684530234,4,0,4,0,2,3
535,251538521716188_689995661203803,0,0,0,0,1,4
